match,player_name,line,over_price,market_name,agency,under_price,player_team
Crystal Palace v Chelsea,Ben Casey,3.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Benoît Badiashile,0.5,4.33,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Benoît Badiashile,1.5,21,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Benoît Badiashile,2.5,NA,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Benoît Badiashile,3.5,NA,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Borna Sosa,0.5,3.75,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Borna Sosa,1.5,19,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Borna Sosa,2.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Borna Sosa,3.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Brennan Johnson,0.5,1.72,Player Shots On Target,Bet365,2,Tottenham Hotspur
Crystal Palace v Chelsea,Brennan Johnson,0.5,1.72,Player Shots On Target,Bet365,2,Crystal Palace
Crystal Palace v Chelsea,Brennan Johnson,0.5,1.72,Player Shots On Target,Bet365,NA,Tottenham Hotspur
Crystal Palace v Chelsea,Brennan Johnson,0.5,1.72,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Brennan Johnson,1.5,4.5,Player Shots On Target,Bet365,NA,Tottenham Hotspur
Crystal Palace v Chelsea,Brennan Johnson,1.5,4.5,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Brennan Johnson,2.5,17,Player Shots On Target,Bet365,NA,Tottenham Hotspur
Crystal Palace v Chelsea,Brennan Johnson,2.5,17,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Brennan Johnson,3.5,NA,Player Shots On Target,Bet365,NA,Tottenham Hotspur
Crystal Palace v Chelsea,Brennan Johnson,3.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Chris Richards,0.5,4.33,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Chris Richards,1.5,21,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Chris Richards,2.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Chris Richards,3.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Chrisantus Uche,0.5,1.36,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Chrisantus Uche,1.5,2.62,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Chrisantus Uche,2.5,7,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Chrisantus Uche,3.5,19,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Cole Palmer,0.5,1.5,Player Shots On Target,Bet365,2.5,Chelsea
Crystal Palace v Chelsea,Cole Palmer,0.5,1.5,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Cole Palmer,1.5,3.4,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Cole Palmer,2.5,10,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Cole Palmer,3.5,21,Player Shots On Target,Bet365,NA,Chelsea
Crystal Palace v Chelsea,Daniel Muñoz,0.5,3,Player Shots On Target,Bet365,1.36,Crystal Palace
Crystal Palace v Chelsea,Daniel Muñoz,0.5,3,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Daniel Muñoz,1.5,15,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Daniel Muñoz,2.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Daniel Muñoz,3.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Dario Essugo,0.5,3.4,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Dario Essugo,1.5,17,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Dario Essugo,2.5,NA,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Dario Essugo,3.5,NA,Player Shots On Target,Bet365,NA,NA
Crystal Palace v Chelsea,Dean Benamar,0.5,3.5,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Dean Benamar,1.5,19,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Dean Benamar,2.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Dean Benamar,3.5,NA,Player Shots On Target,Bet365,NA,Crystal Palace
Crystal Palace v Chelsea,Enzo Fernández,0.5,1.8,Player Shots On Target,Bet365,1.9,Chelsea
