match,home_team,away_team,market_name,player_name,player_team,line,over_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Odsonne Edouard,Leicester City,0.5,4.5,Pointsbet,Manchester City,2035649,77487199,11
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Nico O'Reilly,Manchester City,0.5,4.5,Pointsbet,Leicester City,2035649,77487199,48
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,İlkay Gündoğan,Manchester City,0.5,5.25,Pointsbet,Leicester City,2035649,77487199,27
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Stephy Mavididi,Leicester City,0.5,5.5,Pointsbet,Manchester City,2035649,77487199,13
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jordan Ayew,Crystal Palace,0.5,5.75,Pointsbet,Leicester City,2035649,77487199,1
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jordan Ayew,Leicester City,0.5,5.75,Pointsbet,Manchester City,2035649,77487199,1
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Facundo Buonanotte,Leicester City,0.5,5.75,Pointsbet,Manchester City,2035649,77487199,20
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Matheus Nunes,Manchester City,0.5,5.75,Pointsbet,Leicester City,2035649,77487199,39
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kasey McAteer,Leicester City,0.5,6,Pointsbet,Manchester City,2035649,77487199,24
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bobby De Cordova-Reid,Leicester City,0.5,6.5,Pointsbet,Manchester City,2035649,77487199,4
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Issahaku Fatawu,Leicester City,0.5,6.5,Pointsbet,Manchester City,2035649,77487199,23
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Mateo Kovacic,Manchester City,0.5,6.5,Pointsbet,Leicester City,2035649,77487199,28
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,W. Alves,NA,0.5,7,Pointsbet,NA,2035649,77487199,22
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bilal El Khannous,NA,0.5,8,Pointsbet,NA,2035649,77487199,21
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rodri,Manchester City,0.5,8,Pointsbet,Leicester City,2035649,77487199,35
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Josko Gvardiol,Manchester City,0.5,8,Pointsbet,Leicester City,2035649,77487199,43
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,John Stones,Manchester City,0.5,9,Pointsbet,Leicester City,2035649,77487199,31
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rico Lewis,Manchester City,0.5,9.5,Pointsbet,Leicester City,2035649,77487199,47
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Nathan Aké,Manchester City,0.5,10,Pointsbet,Leicester City,2035649,77487199,30
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rúben Dias,Manchester City,0.5,11.5,Pointsbet,Leicester City,2035649,77487199,36
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Josh Wilson-Esbrand,Manchester City,0.5,11.5,Pointsbet,Leicester City,2035649,77487199,42
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,M. Alleyne,NA,0.5,11.5,Pointsbet,NA,2035649,77487199,50
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Wilfred Ndidi,Leicester City,0.5,12,Pointsbet,Manchester City,2035649,77487199,8
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Manuel Akanji,Manchester City,0.5,13,Pointsbet,Leicester City,2035649,77487199,34
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Harry Winks,Leicester City,0.5,15,Pointsbet,Manchester City,2035649,77487199,7
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,James Justin,Leicester City,0.5,18,Pointsbet,Manchester City,2035649,77487199,9
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Hamza Choudhury,Leicester City,0.5,19,Pointsbet,Manchester City,2035649,77487199,10
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kyle Walker,Manchester City,0.5,19,Pointsbet,Leicester City,2035649,77487199,26
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jannik Vestergaard,Leicester City,0.5,21,Pointsbet,Manchester City,2035649,77487199,2
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Conor Coady,Leicester City,0.5,21,Pointsbet,Manchester City,2035649,77487199,3
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Ricardo Pereira,Leicester City,0.5,21,Pointsbet,Manchester City,2035649,77487199,6
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Oliver Skipp,Leicester City,0.5,21,Pointsbet,Manchester City,2035649,77487199,15
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Wout Faes,Leicester City,0.5,23,Pointsbet,Manchester City,2035649,77487199,12
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Boubakary Soumaré,Leicester City,0.5,23,Pointsbet,Manchester City,2035649,77487199,16
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Caleb Okoli,Leicester City,0.5,23,Pointsbet,Manchester City,2035649,77487199,18
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Luke Thomas,Leicester City,0.5,29,Pointsbet,Manchester City,2035649,77487199,17
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Victor Kristiansen,Leicester City,0.5,31,Pointsbet,Manchester City,2035649,77487199,19
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Erling Haaland,Manchester City,1.5,3.3,Pointsbet,Leicester City,2035649,77487200,37
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,D. Mubama,NA,1.5,7.5,Pointsbet,NA,2035649,77487200,49
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Ben Knight,NA,1.5,9.5,Pointsbet,NA,2035649,77487200,40
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Phil Foden,Manchester City,1.5,12,Pointsbet,Leicester City,2035649,77487200,38
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kevin De Bruyne,Manchester City,1.5,16,Pointsbet,Leicester City,2035649,77487200,29
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,James McAtee,Manchester City,1.5,17,Pointsbet,Leicester City,2035649,77487200,45
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jérémy Doku,Manchester City,1.5,19,Pointsbet,Leicester City,2035649,77487200,41
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Savinho,Manchester City,1.5,19,Pointsbet,Leicester City,2035649,77487200,46
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jamie Vardy,Leicester City,1.5,21,Pointsbet,Manchester City,2035649,77487200,5
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jack Grealish,Manchester City,1.5,26,Pointsbet,Leicester City,2035649,77487200,32
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bernardo Silva,Manchester City,1.5,26,Pointsbet,Leicester City,2035649,77487200,33
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Oscar Bobb,Manchester City,1.5,26,Pointsbet,Leicester City,2035649,77487200,44
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Odsonne Edouard,Crystal Palace,1.5,29,Pointsbet,Leicester City,2035649,77487200,11
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Odsonne Edouard,Leicester City,1.5,29,Pointsbet,Manchester City,2035649,77487200,11
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Patson Daka,Leicester City,1.5,29,Pointsbet,Manchester City,2035649,77487200,14
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Nico O'Reilly,Manchester City,1.5,31,Pointsbet,Leicester City,2035649,77487200,48
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,İlkay Gündoğan,Manchester City,1.5,36,Pointsbet,Leicester City,2035649,77487200,27
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Stephy Mavididi,Leicester City,1.5,51,Pointsbet,Manchester City,2035649,77487200,13
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Facundo Buonanotte,Leicester City,1.5,51,Pointsbet,Manchester City,2035649,77487200,20
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Matheus Nunes,Manchester City,1.5,51,Pointsbet,Leicester City,2035649,77487200,39
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jordan Ayew,Crystal Palace,1.5,61,Pointsbet,Leicester City,2035649,77487200,1
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jordan Ayew,Leicester City,1.5,61,Pointsbet,Manchester City,2035649,77487200,1
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bobby De Cordova-Reid,Leicester City,1.5,61,Pointsbet,Manchester City,2035649,77487200,4
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kasey McAteer,Leicester City,1.5,61,Pointsbet,Manchester City,2035649,77487200,24
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Issahaku Fatawu,Leicester City,1.5,71,Pointsbet,Manchester City,2035649,77487200,23
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Mateo Kovacic,Manchester City,1.5,71,Pointsbet,Leicester City,2035649,77487200,28
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,W. Alves,NA,1.5,81,Pointsbet,NA,2035649,77487200,22
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bilal El Khannous,NA,1.5,91,Pointsbet,NA,2035649,77487200,21
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,John Stones,Manchester City,1.5,101,Pointsbet,Leicester City,2035649,77487200,31
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rodri,Manchester City,1.5,101,Pointsbet,Leicester City,2035649,77487200,35
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Josko Gvardiol,Manchester City,1.5,121,Pointsbet,Leicester City,2035649,77487200,43
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Nathan Aké,Manchester City,1.5,131,Pointsbet,Leicester City,2035649,77487200,30
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rúben Dias,Manchester City,1.5,176,Pointsbet,Leicester City,2035649,77487200,36
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Josh Wilson-Esbrand,Manchester City,1.5,176,Pointsbet,Leicester City,2035649,77487200,42
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rico Lewis,Manchester City,1.5,176,Pointsbet,Leicester City,2035649,77487200,47
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,M. Alleyne,NA,1.5,176,Pointsbet,NA,2035649,77487200,50
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Manuel Akanji,Manchester City,1.5,201,Pointsbet,Leicester City,2035649,77487200,34
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Wilfred Ndidi,Leicester City,1.5,251,Pointsbet,Manchester City,2035649,77487200,8
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Harry Winks,Leicester City,1.5,301,Pointsbet,Manchester City,2035649,77487200,7
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kyle Walker,Manchester City,1.5,301,Pointsbet,Leicester City,2035649,77487200,26
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Conor Coady,Leicester City,1.5,351,Pointsbet,Manchester City,2035649,77487200,3
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,James Justin,Leicester City,1.5,351,Pointsbet,Manchester City,2035649,77487200,9
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Hamza Choudhury,Leicester City,1.5,351,Pointsbet,Manchester City,2035649,77487200,10
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Ricardo Pereira,Leicester City,1.5,451,Pointsbet,Manchester City,2035649,77487200,6
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Oliver Skipp,Leicester City,1.5,451,Pointsbet,Manchester City,2035649,77487200,15
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Boubakary Soumaré,Leicester City,1.5,451,Pointsbet,Manchester City,2035649,77487200,16
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Caleb Okoli,Leicester City,1.5,451,Pointsbet,Manchester City,2035649,77487200,18
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Victor Kristiansen,Leicester City,1.5,451,Pointsbet,Manchester City,2035649,77487200,19
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jannik Vestergaard,Leicester City,1.5,751,Pointsbet,Manchester City,2035649,77487200,2
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Wout Faes,Leicester City,1.5,1001,Pointsbet,Manchester City,2035649,77487200,12
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Luke Thomas,Leicester City,1.5,1001,Pointsbet,Manchester City,2035649,77487200,17
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Erling Haaland,Manchester City,2.5,10,Pointsbet,Leicester City,2035649,77487201,37
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,D. Mubama,NA,2.5,36,Pointsbet,NA,2035649,77487201,49
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Ben Knight,NA,2.5,41,Pointsbet,NA,2035649,77487201,40
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Phil Foden,Manchester City,2.5,61,Pointsbet,Leicester City,2035649,77487201,38
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kevin De Bruyne,Manchester City,2.5,101,Pointsbet,Leicester City,2035649,77487201,29
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,James McAtee,Manchester City,2.5,101,Pointsbet,Leicester City,2035649,77487201,45
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jérémy Doku,Manchester City,2.5,131,Pointsbet,Leicester City,2035649,77487201,41
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Savinho,Manchester City,2.5,131,Pointsbet,Leicester City,2035649,77487201,46
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jamie Vardy,Leicester City,2.5,151,Pointsbet,Manchester City,2035649,77487201,5
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Odsonne Edouard,Crystal Palace,2.5,201,Pointsbet,Leicester City,2035649,77487201,11
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Odsonne Edouard,Leicester City,2.5,201,Pointsbet,Manchester City,2035649,77487201,11
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jack Grealish,Manchester City,2.5,201,Pointsbet,Leicester City,2035649,77487201,32
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Nico O'Reilly,Manchester City,2.5,201,Pointsbet,Leicester City,2035649,77487201,48
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Patson Daka,Leicester City,2.5,251,Pointsbet,Manchester City,2035649,77487201,14
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,İlkay Gündoğan,Manchester City,2.5,251,Pointsbet,Leicester City,2035649,77487201,27
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bernardo Silva,Manchester City,2.5,251,Pointsbet,Leicester City,2035649,77487201,33
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Oscar Bobb,Manchester City,2.5,251,Pointsbet,Leicester City,2035649,77487201,44
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Facundo Buonanotte,Leicester City,2.5,351,Pointsbet,Manchester City,2035649,77487201,20
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bilal El Khannous,NA,2.5,351,Pointsbet,NA,2035649,77487201,21
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Matheus Nunes,Manchester City,2.5,351,Pointsbet,Leicester City,2035649,77487201,39
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Bobby De Cordova-Reid,Leicester City,2.5,451,Pointsbet,Manchester City,2035649,77487201,4
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Stephy Mavididi,Leicester City,2.5,451,Pointsbet,Manchester City,2035649,77487201,13
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,W. Alves,NA,2.5,451,Pointsbet,NA,2035649,77487201,22
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Kasey McAteer,Leicester City,2.5,451,Pointsbet,Manchester City,2035649,77487201,24
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Mateo Kovacic,Manchester City,2.5,451,Pointsbet,Leicester City,2035649,77487201,28
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,John Stones,Manchester City,2.5,451,Pointsbet,Leicester City,2035649,77487201,31
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Issahaku Fatawu,Leicester City,2.5,751,Pointsbet,Manchester City,2035649,77487201,23
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rodri,Manchester City,2.5,751,Pointsbet,Leicester City,2035649,77487201,35
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Rúben Dias,Manchester City,2.5,751,Pointsbet,Leicester City,2035649,77487201,36
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Josko Gvardiol,Manchester City,2.5,751,Pointsbet,Leicester City,2035649,77487201,43
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,M. Alleyne,NA,2.5,751,Pointsbet,NA,2035649,77487201,50
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jordan Ayew,Crystal Palace,2.5,1001,Pointsbet,Leicester City,2035649,77487201,1
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Jordan Ayew,Leicester City,2.5,1001,Pointsbet,Manchester City,2035649,77487201,1
Leicester City v Manchester City,Leicester City,Manchester City,Player Goals,Nathan Aké,Manchester City,2.5,1001,Pointsbet,Leicester City,2035649,77487201,30
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jean-Philippe Mateta,Crystal Palace,0.5,2.25,Pointsbet,Southampton,2035653,77487255,7
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eddie Nketiah,Arsenal,0.5,2.45,Pointsbet,Crystal Palace,2035653,77487255,11
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eddie Nketiah,Crystal Palace,0.5,2.45,Pointsbet,Southampton,2035653,77487255,11
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ismaïla Sarr,Crystal Palace,0.5,2.6,Pointsbet,Southampton,2035653,77487255,8
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Eberechi Eze,Crystal Palace,0.5,2.65,Pointsbet,Southampton,2035653,77487255,10
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ross Stewart,Southampton,0.5,3.3,Pointsbet,Crystal Palace,2035653,77487255,40
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Matheus França,Crystal Palace,0.5,3.5,Pointsbet,Southampton,2035653,77487255,20
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Daichi Kamada,Crystal Palace,0.5,4.1,Pointsbet,Southampton,2035653,77487255,13
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Paul Onuachu,Southampton,0.5,4.1,Pointsbet,Crystal Palace,2035653,77487255,26
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Armstrong,Southampton,0.5,4.1,Pointsbet,Crystal Palace,2035653,77487255,31
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,J. Devenny,NA,0.5,4.5,Pointsbet,NA,2035653,77487255,21
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ben Brereton Díaz,Southampton,0.5,4.75,Pointsbet,Crystal Palace,2035653,77487255,38
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Cameron Archer,Southampton,0.5,4.75,Pointsbet,Crystal Palace,2035653,77487255,44
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jeffrey Schlupp,Crystal Palace,0.5,5,Pointsbet,Southampton,2035653,77487255,2
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Maxwel Cornet,Southampton,0.5,6,Pointsbet,Crystal Palace,2035653,77487255,30
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jefferson Lerma,Crystal Palace,0.5,6.5,Pointsbet,Southampton,2035653,77487255,6
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Kamaldeen Sulemana,Southampton,0.5,6.5,Pointsbet,Crystal Palace,2035653,77487255,47
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Daniel Muñoz,Crystal Palace,0.5,7,Pointsbet,Southampton,2035653,77487255,12
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Fraser,NA,0.5,7,Pointsbet,NA,2035653,77487255,28
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Joe Aribo,Southampton,0.5,7.5,Pointsbet,Crystal Palace,2035653,77487255,34
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Will Hughes,Crystal Palace,0.5,9,Pointsbet,Southampton,2035653,77487255,3
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Mateus Fernandes,Southampton,0.5,9,Pointsbet,Crystal Palace,2035653,77487255,49
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Cheick Doucouré,Crystal Palace,0.5,10,Pointsbet,Southampton,2035653,77487255,14
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Wharton,Crystal Palace,0.5,11,Pointsbet,Southampton,2035653,77487255,22
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Adam Lallana,Southampton,0.5,11,Pointsbet,Crystal Palace,2035653,77487255,24
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Trevoh Chalobah,Chelsea,0.5,11.5,Pointsbet,Crystal Palace,2035653,77487255,9
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,M. Lacroix,NA,0.5,11.5,Pointsbet,NA,2035653,77487255,15
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Chris Richards,Crystal Palace,0.5,11.5,Pointsbet,Southampton,2035653,77487255,16
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Chadi Riad,Crystal Palace,0.5,12,Pointsbet,Southampton,2035653,77487255,19
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Will Smallbone,Southampton,0.5,12,Pointsbet,Crystal Palace,2035653,77487255,36
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Rob Holding,Crystal Palace,0.5,13,Pointsbet,Southampton,2035653,77487255,5
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Marc Guéhi,Crystal Palace,0.5,13,Pointsbet,Southampton,2035653,77487255,17
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Tyrick Mitchell,Crystal Palace,0.5,13,Pointsbet,Southampton,2035653,77487255,18
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Flynn Downes,Southampton,0.5,15,Pointsbet,Crystal Palace,2035653,77487255,39
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Kyle Walker-Peters,Southampton,0.5,16,Pointsbet,Crystal Palace,2035653,77487255,35
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ryan Manning,Southampton,0.5,16,Pointsbet,Crystal Palace,2035653,77487255,37
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Yukinari Sugawara,Southampton,0.5,16,Pointsbet,Crystal Palace,2035653,77487255,41
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Armel Bella-Kotchap,Southampton,0.5,16,Pointsbet,Crystal Palace,2035653,77487255,45
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Joel Ward,Crystal Palace,0.5,18,Pointsbet,Southampton,2035653,77487255,4
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Taylor Harwood-Bellis,Southampton,0.5,18,Pointsbet,Crystal Palace,2035653,77487255,43
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Nathaniel Clyne,Crystal Palace,0.5,21,Pointsbet,Southampton,2035653,77487255,1
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jan Bednarek,Southampton,0.5,26,Pointsbet,Crystal Palace,2035653,77487255,29
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Jack Stephens,Southampton,0.5,29,Pointsbet,Crystal Palace,2035653,77487255,25
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,James Bree,Southampton,0.5,29,Pointsbet,Crystal Palace,2035653,77487255,33
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Nathan Wood,Southampton,0.5,29,Pointsbet,Crystal Palace,2035653,77487255,42
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Lesley Ugochukwu,Southampton,0.5,29,Pointsbet,Crystal Palace,2035653,77487255,46
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Charlie Taylor,Southampton,0.5,31,Pointsbet,Crystal Palace,2035653,77487255,27
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Ronnie Edwards,Southampton,0.5,36,Pointsbet,Crystal Palace,2035653,77487255,48
Crystal Palace v Southampton,Crystal Palace,Southampton,Player Goals,Juan Larios,Southampton,0.5,46,Pointsbet,Crystal Palace,2035653,77487255,50
