match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,agency
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Victor Lindelof,NA,NA,69.5,1.77,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Murillo,Nottingham Forest,Aston Villa,49.5,1.22,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Amadou Onana,Aston Villa,Nottingham Forest,49.5,1.38,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Morgan Gibbs-White,Nottingham Forest,Aston Villa,49.5,1.98,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Lucas Digne,Aston Villa,Nottingham Forest,49.5,1.75,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Boubacar Kamara,Aston Villa,Nottingham Forest,49.5,1.5699999999999998,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Diego Carlos,Aston Villa,Nottingham Forest,49.5,1.17,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Andrew Omobamidele,Nottingham Forest,Aston Villa,49.5,1.67,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Emiliano Buendía,Aston Villa,Nottingham Forest,49.5,2.55,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ian Maatsen,Aston Villa,Nottingham Forest,49.5,1.5699999999999998,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,James Ward-Prowse,West Ham United,Nottingham Forest,49.5,2.15,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,James Ward-Prowse,Nottingham Forest,Aston Villa,49.5,2.15,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Matthew Cash,NA,NA,49.5,1.85,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Kosta Nedeljkovic,Aston Villa,Nottingham Forest,49.5,1.3,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Nicolás Domínguez,Nottingham Forest,Aston Villa,49.5,1.4,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Morato,Nottingham Forest,Aston Villa,49.5,2.9,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Sil Swinkels,NA,NA,49.5,1.28,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ezri Konsa,Aston Villa,Nottingham Forest,49.5,1.2,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Youri Tielemans,Aston Villa,Nottingham Forest,49.5,1.25,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ben Broggio,NA,NA,49.5,2.6,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,John McGinn,Aston Villa,Nottingham Forest,49.5,2.55,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Tyrone Mings,Aston Villa,Nottingham Forest,49.5,1.08,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Willy Boly,Nottingham Forest,Aston Villa,49.5,1.44,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ross Barkley,Aston Villa,Nottingham Forest,49.5,1.3,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Nikola Milenković,Nottingham Forest,Aston Villa,49.5,1.22,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Pau Torres,Aston Villa,Nottingham Forest,49.5,1.1,Neds
Southampton v Tottenham Hotspur,Southampton,Tottenham Hotspur,Player Attempted Passes,Micky Van de Ven,NA,NA,99.5,4.75,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Adam Webster,Brighton & Hove Albion,Crystal Palace,69.5,1.35,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Tariq Lamptey,Brighton & Hove Albion,Crystal Palace,69.5,2.3,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Jack Hinshelwood,Brighton & Hove Albion,Crystal Palace,69.5,3.4,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Mats Wieffer,Brighton & Hove Albion,Crystal Palace,69.5,3.4,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Jan Paul Van Hecke,NA,NA,69.5,1.5,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,James Milner,Brighton & Hove Albion,Crystal Palace,69.5,2.9,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Jefferson Lerma,Crystal Palace,Brighton & Hove Albion,69.5,4.2,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Marc Guéhi,Crystal Palace,Brighton & Hove Albion,69.5,2.85,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Chadi Riad,Crystal Palace,Brighton & Hove Albion,69.5,3.75,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Pervis Estupiñán,Brighton & Hove Albion,Crystal Palace,69.5,3.75,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Igor,Brighton & Hove Albion,Crystal Palace,69.5,1.35,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Emiliano Buendía,Aston Villa,Nottingham Forest,39.5,1.32,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Amadou Onana,Aston Villa,Nottingham Forest,39.5,1.03,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ben Broggio,NA,NA,39.5,1.33,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Boubacar Kamara,Aston Villa,Nottingham Forest,39.5,1.09,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ian Maatsen,Aston Villa,Nottingham Forest,39.5,1.08,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Diego Carlos,Aston Villa,Nottingham Forest,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Youri Tielemans,Aston Villa,Nottingham Forest,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Andrew Omobamidele,Nottingham Forest,Aston Villa,39.5,1.11,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ross Barkley,Aston Villa,Nottingham Forest,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Nicolás Domínguez,Nottingham Forest,Aston Villa,39.5,1.03,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Morato,Nottingham Forest,Aston Villa,39.5,1.38,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Murillo,Nottingham Forest,Aston Villa,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Willy Boly,Nottingham Forest,Aston Villa,39.5,1.05,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Kosta Nedeljkovic,Aston Villa,Nottingham Forest,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,James Ward-Prowse,West Ham United,Nottingham Forest,39.5,1.24,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,James Ward-Prowse,Nottingham Forest,Aston Villa,39.5,1.24,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Lucas Digne,Aston Villa,Nottingham Forest,39.5,1.13,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Morgan Gibbs-White,Nottingham Forest,Aston Villa,39.5,1.2,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,John McGinn,Aston Villa,Nottingham Forest,39.5,1.32,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Ezri Konsa,Aston Villa,Nottingham Forest,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Nikola Milenković,Nottingham Forest,Aston Villa,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Sil Swinkels,NA,NA,39.5,1.01,Neds
Nottingham Forest v Aston Villa,Nottingham Forest,Aston Villa,Player Attempted Passes,Matthew Cash,NA,NA,39.5,1.17,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Illya Zabarnyi,NA,NA,84.5,3.15,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Adam Webster,Brighton & Hove Albion,Crystal Palace,84.5,2.4,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Igor,Brighton & Hove Albion,Crystal Palace,84.5,2.45,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Jan Paul Van Hecke,NA,NA,84.5,3.15,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Kevin De Bruyne,Manchester City,Manchester United,39.5,1.03,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Diogo Dalot,Manchester United,Manchester City,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Leny Yoro,Manchester United,Manchester City,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,James McAtee,Manchester City,Manchester United,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Tyrell Malacia,Manchester United,Manchester City,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Jonny Evans,Manchester United,Manchester City,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Phil Foden,Manchester City,Manchester United,39.5,1.07,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Jérémy Doku,Manchester City,Manchester United,39.5,1.07,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Christian Eriksen,Manchester United,Manchester City,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Nico O'Reilly,Manchester City,Manchester United,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Toby Collyer,Manchester United,Manchester City,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Bruno Fernandes,Manchester United,Manchester City,39.5,1.07,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Jacob Wright,NA,NA,84.5,2.45,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,John Stones,Manchester City,Manchester United,84.5,2.45,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Josh Wilson-Esbrand,Manchester City,Manchester United,84.5,4.4,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Ilkay Gündogan,NA,NA,84.5,2.5,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Harry Maguire,Manchester United,Manchester City,84.5,3.15,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Lisandro Martínez,Manchester United,Manchester City,84.5,4.5,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Victor Lindelof,NA,NA,84.5,4.4,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Trevoh Chalobah,Chelsea,Brighton & Hove Albion,39.5,1.03,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Pervis Estupiñán,Brighton & Hove Albion,Crystal Palace,39.5,1.01,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Joël Veltman,Brighton & Hove Albion,Crystal Palace,39.5,1.07,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Adam Wharton,Crystal Palace,Brighton & Hove Albion,39.5,1.2,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Chadi Riad,Crystal Palace,Brighton & Hove Albion,39.5,1.01,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Yasin Ayari,Brighton & Hove Albion,Crystal Palace,39.5,1.03,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Jefferson Lerma,Crystal Palace,Brighton & Hove Albion,39.5,1.01,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Chris Richards,Crystal Palace,Brighton & Hove Albion,39.5,1.05,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Brajan Gruda,Brighton & Hove Albion,Crystal Palace,39.5,1.2,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Jack Hinshelwood,Brighton & Hove Albion,Crystal Palace,39.5,1.01,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Mats Wieffer,Brighton & Hove Albion,Crystal Palace,39.5,1.01,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Joel Ward,Crystal Palace,Brighton & Hove Albion,39.5,1.05,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,James Milner,Brighton & Hove Albion,Crystal Palace,39.5,1.01,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Daichi Kamada,Crystal Palace,Brighton & Hove Albion,39.5,1.28,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Carlos Baleba,Brighton & Hove Albion,Crystal Palace,39.5,1.03,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Maxence Lacroix,Crystal Palace,Brighton & Hove Albion,39.5,1.05,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Ferdi Kadioglu,NA,NA,39.5,1.04,Neds
Brighton & Hove Albion v Crystal Palace,Brighton & Hove Albion,Crystal Palace,Player Attempted Passes,Marc Guéhi,Crystal Palace,Brighton & Hove Albion,39.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Christian Eriksen,Manchester United,Manchester City,49.5,1.1400000000000001,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Victor Lindelof,NA,NA,49.5,1.02,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Bruno Fernandes,Manchester United,Manchester City,49.5,1.52,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Casemiro,Manchester United,Manchester City,49.5,1.05,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Josh Wilson-Esbrand,Manchester City,Manchester United,49.5,1.02,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Nico O'Reilly,Manchester City,Manchester United,49.5,1.22,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Jacob Wright,NA,NA,49.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Tyrell Malacia,Manchester United,Manchester City,49.5,1.24,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,James McAtee,Manchester City,Manchester United,49.5,1.26,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Phil Foden,Manchester City,Manchester United,49.5,1.5,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Kevin De Bruyne,Manchester City,Manchester United,49.5,1.38,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Harry Maguire,Manchester United,Manchester City,49.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Bernardo Silva,Manchester City,Manchester United,49.5,1.07,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Diogo Dalot,Manchester United,Manchester City,49.5,1.3,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,John Stones,Manchester City,Manchester United,49.5,1.01,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Noussair Mazraoui,Manchester United,Manchester City,49.5,1.08,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Matthijs De Ligt,NA,NA,49.5,1.08,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Jérémy Doku,Manchester City,Manchester United,49.5,1.52,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Lisandro Martínez,Manchester United,Manchester City,49.5,1.02,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Leny Yoro,Manchester United,Manchester City,49.5,1.22,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Jonny Evans,Manchester United,Manchester City,49.5,1.17,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Toby Collyer,Manchester United,Manchester City,49.5,1.16,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Matheus Nunes,Manchester City,Manchester United,49.5,1.07,Neds
Manchester City v Manchester United,Manchester City,Manchester United,Player Attempted Passes,Ilkay Gündogan,NA,NA,49.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Dango Ouattara,Bournemouth,West Ham United,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Max Kilman,West Ham United,Bournemouth,39.5,1.03,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Lewis Cook,Bournemouth,West Ham United,39.5,1.16,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Aaron Cresswell,West Ham United,Bournemouth,39.5,1.03,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Lucas Paquetá,West Ham United,Bournemouth,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Edson Álvarez,West Ham United,Bournemouth,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Milos Kerkez,Bournemouth,West Ham United,39.5,1.05,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Marcus Tavernier,Bournemouth,West Ham United,39.5,1.3,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Jean-Clair Todibo,West Ham United,Bournemouth,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Tyler Adams,Bournemouth,West Ham United,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Vladimír Coufal,West Ham United,Bournemouth,39.5,1.2,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Dean Huijsen,Bournemouth,West Ham United,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Aaron Wan-Bissaka,West Ham United,Bournemouth,39.5,1.28,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Max Aarons,Bournemouth,West Ham United,39.5,1.2,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,James Hill,Bournemouth,West Ham United,39.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Carlos Soler,West Ham United,Bournemouth,39.5,1.33,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Philip Billing,Bournemouth,West Ham United,39.5,1.32,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Konstantinos Mavropanos,West Ham United,Bournemouth,39.5,1.11,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Andy Irving,West Ham United,Bournemouth,39.5,1.08,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Guido Rodríguez,West Ham United,Bournemouth,39.5,1.1400000000000001,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Aaron Cresswell,West Ham United,Bournemouth,49.5,1.38,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Illya Zabarnyi,NA,NA,49.5,1.01,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Max Kilman,West Ham United,Bournemouth,49.5,1.38,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Jean-Clair Todibo,West Ham United,Bournemouth,49.5,1.15,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Tyler Adams,Bournemouth,West Ham United,49.5,1.28,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Guido Rodríguez,West Ham United,Bournemouth,49.5,1.75,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Aaron Wan-Bissaka,West Ham United,Bournemouth,49.5,2.4,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Milos Kerkez,Bournemouth,West Ham United,49.5,1.44,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,James Hill,Bournemouth,West Ham United,49.5,1.3,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Max Aarons,Bournemouth,West Ham United,49.5,2.02,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Dango Ouattara,Bournemouth,West Ham United,49.5,1.15,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Andy Irving,West Ham United,Bournemouth,49.5,1.5699999999999998,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Edson Álvarez,West Ham United,Bournemouth,49.5,1.24,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Marcus Tavernier,Bournemouth,West Ham United,49.5,2.35,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Konstantinos Mavropanos,West Ham United,Bournemouth,49.5,1.67,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Vladimír Coufal,West Ham United,Bournemouth,49.5,2,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Philip Billing,Bournemouth,West Ham United,49.5,2.55,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Dean Huijsen,Bournemouth,West Ham United,49.5,1.1400000000000001,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Lewis Cook,Bournemouth,West Ham United,49.5,1.85,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Carlos Soler,West Ham United,Bournemouth,49.5,2.55,Neds
Bournemouth v West Ham United,Bournemouth,West Ham United,Player Attempted Passes,Lucas Paquetá,West Ham United,Bournemouth,49.5,1.22,Neds
Southampton v Tottenham Hotspur,Southampton,Tottenham Hotspur,Player Attempted Passes,Taylor Harwood-Bellis,Southampton,Tottenham Hotspur,84.5,2.45,Neds
